surface,sinner_PC1,sinner_PC2,alcaraz_PC1,alcaraz_PC2,big3_avg_PC1,big3_avg_PC2
Clay,1.043566858352464,0.5426114003735641,-0.8508170073154486,-0.2634650076681561,0.890985403296639,0.2872728727758055
Grass,-1.642130929307919,0.5097893967820569,0.3484278984602749,-0.22427840520324957,-0.7160299688479824,0.6283922602345693
Hard,1.7026821680731694,-0.3640708509782527,1.1548862822291568,1.807506095330305,0.7189521249722469,-1.1222790508164997
