surface,sinner_PC1,sinner_PC2,alcaraz_PC1,alcaraz_PC2,big3_avg_PC1,big3_avg_PC2
Clay,0.06006456780465391,-0.7879992452598558,0.0529554477209371,0.5135561705300191,1.1862880531308801,0.6813179341689493
Grass,0.2556768277980225,1.5342098403601507,0.10049605081207065,0.031536684193846136,0.3267593587394106,0.8036505991434213
Hard,1.488116191742057,-0.8209267448299934,0.7182350036214739,0.42291004437201446,0.5915524930517492,-0.40576039892250604
